,name,year_x,metascore,userscore,openscore,action,fighting,first-person,flight,party,puzzle,racing,real-time,role-playing,simulation,sports,strategy,third-person,turn-based,wargame,wrestling,goty
595,Gravity Ghost,2015,75.0,7.7,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,Life is Strange: Episode 2 - Out of Time,2015,76.0,8.5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,Rock Band 4,2015,78.5,6.45,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,#IDARB,2015,77.0,6.9,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,Satellite Reign,2015,75.0,7.7,78,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
600,Apotheon,2015,77.0,7.5,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,Wolfenstein: The Old Blood,2015,75.66666666666667,7.8,78,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,Wasteland 2: Director's Cut,2015,77.66666666666667,7.366666666666667,78,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
603,Crookz: The Big Heist,2015,74.0,7.3,78,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
604,Warhammer: End Times - Vermintide,2015,76.33333333333333,6.7666666666666675,77,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,Stasis,2015,79.0,7.6,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,Call of Duty: Advanced Warfare - Supremacy,2015,71.0,6.4,77,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,Convoy,2015,72.0,5.5,77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
608,Dragon Age: Inquisition - Jaws Of Hakkon,2015,74.0,5.7,77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
609,Dishonored: Definitive Edition,2015,78.0,7.5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,Stella Glow,2015,79.0,8.3,77,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
611,Etrian Mystery Dungeon,2015,77.0,7.9,77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
612,Toukiden: Kiwami,2015,74.0,7.4,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,Transformers: Devastation,2015,75.33333333333333,7.466666666666666,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,Assassin's Creed Syndicate,2015,76.0,6.433333333333333,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
615,Read Only Memories,2015,80.0,4.2,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,Game of Thrones: Episode Three - The Sword in the Darkness,2015,75.66666666666667,7.533333333333334,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,Dragon Quest Heroes: The World Tree's Woe and the Blight Below,2015,75.0,7.3,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,Minutes,2015,76.0,7.2,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,Deathtrap,2015,77.0,7.7,76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
620,JumpJet Rex,2015,76.0,7.0,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,Ironcast,2015,77.66666666666667,7.430273752012882,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,Don't Starve: Giant Edition,2015,75.0,7.4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,Cities: Skylines - After Dark,2015,79.0,7.7,76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
624,Devil May Cry 4: Special Edition,2015,74.33333333333333,8.700000000000001,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,Saints Row IV: Re-Elected,2015,74.0,7.35,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,Nobunaga's Ambition: Sphere of Influence,2015,80.0,7.6,76,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
627,Chroma Squad,2015,74.5,7.050000000000002,76,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
628,Grow Home,2015,74.5,6.699999999999998,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,Story of Seasons,2015,76.0,7.9,76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
630,"Guns, Gore & Cannoli",2015,71.5,7.65,76,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
631,Tom Clancy's Rainbow Six Siege,2015,75.33333333333333,7.166666666666668,75,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,Anna's Quest,2015,74.0,6.8,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,Call of Duty: Advanced Warfare - Ascendance,2015,75.0,6.6,75,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,Not a Hero,2015,74.5,6.65,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,Titan Souls,2015,73.5,6.15,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,Resident Evil: Revelations 2 - Episode 2: Contemplation,2015,74.5,7.2,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,Lost Orbit,2015,77.0,7.1,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,Game of Thrones: Episode Four - Sons of Winter,2015,76.66666666666667,7.2666666666666675,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,Jotun: Valhalla Edition,2015,74.5,6.425000000000002,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,Lost Dimension,2015,71.5,7.449999999999998,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,Cradle,2015,65.0,7.5,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,Planetbase,2015,70.0,6.723563218390801,75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
643,Bulb Boy,2015,75.0,7.4,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,Victor Vran,2015,75.0,7.5,75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
645,Volume,2015,75.5,7.15,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,Guild of Dungeoneering,2015,72.0,4.9,75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
647,Just Cause 3,2015,72.66666666666667,6.2333333333333325,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,Letter Quest: Grimm's Journey Remastered,2015,77.0,6.0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,Frozen Cortex,2015,79.0,6.5,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
650,Adventures of Pip,2015,74.66666666666667,7.166666666666668,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,Hyperdimension Neptunia Re;Birth1,2015,69.0,7.6,75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
652,Blackguards 2,2015,74.0,7.3,75,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
653,Super Stardust Ultra,2015,74.0,7.2,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,One Piece: Pirate Warriors 3,2015,74.0,7.7,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,Rebel Galaxy,2015,75.0,7.5,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,Resident Evil: Revelations 2,2015,72.4,7.56,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,Massive Chalice,2015,72.5,6.4,74,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
658,Penarium,2015,71.5,6.4820796460177,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,Leo's Fortune,2015,72.0,6.4,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,A Pixel Story,2015,73.5,6.2565315315315315,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,Kero Blaster,2015,82.0,7.3,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,Amnesia: Memories,2015,72.0,7.0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,Hotline Miami 2: Wrong Number,2015,74.5,7.6,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,The Elder Scrolls Online: Tamriel Unlimited,2015,75.5,7.95,74,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
665,Swords & Soldiers II,2015,75.0,8.3,74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
666,"War, the Game",2015,65.0,7.1,74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
667,Kingdom,2015,74.0,7.6,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,Resident Evil: Revelations 2 - Episode 4: Metamorphosis,2015,74.5,6.7,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,BADLAND: Game of the Year Edition,2015,74.5,6.6,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,Call of Duty: Advanced Warfare - Havoc,2015,72.0,6.4,74,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,Far Cry 4: Valley of the Yetis,2015,75.0,7.1,74,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,Evolve,2015,75.66666666666667,4.566666666666666,74,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,Resident Evil: Revelations 2 - Episode 3: Judgment,2015,75.0,7.0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,The Legend of Zelda: Tri Force Heroes,2015,73.0,7.5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,Darksiders II: Deathinitive Edition,2015,74.66666666666667,7.433333333333333,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,Block N Load,2015,72.0,7.5,73,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,The Escapists,2015,72.0,6.599999999999999,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,Dying Light,2015,74.33333333333333,7.866666666666667,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,State of Decay: Year One Survival Edition,2015,72.0,6.8,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,Card Hunter,2015,83.0,7.7,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,Extreme Exorcism,2015,71.5,6.360833333333334,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,Danganronpa Another Episode: Ultra Despair Girls,2015,69.5,7.6,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,The Book of Unwritten Tales 2,2015,74.75,7.225,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,NEON STRUCT,2015,62.0,6.4,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,The Beginner's Guide,2015,76.0,7.5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,Five Nights at Freddy's 3,2015,68.0,6.9,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,Pathologic Classic HD,2015,76.0,8.6,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,The Age of Decadence,2015,81.0,8.0,73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
689,Assassin's Creed Syndicate: Jack the Ripper,2015,72.0,6.6,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,Resident Evil: Revelations 2 - Episode 1: Penal Colony,2015,73.66666666666667,7.099999999999999,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,ScreamRide,2015,71.0,4.8,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
692,Oblitus,2015,69.0,7.0,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,Act of Aggression,2015,71.0,7.1,72,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
694,Kirby and the Rainbow Curse,2015,73.0,8.0,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,"Warhammer 40,000: Regicide",2015,72.0,7.6,72,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
696,Nom Nom Galaxy,2015,69.0,6.4,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,Final Fantasy Type-0 HD,2015,71.0,7.6,72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
698,Battlefield Hardline,2015,71.66666666666667,4.766666666666667,72,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,Magic Duels: Origins,2015,77.0,6.1,72,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
700,The Sims 4: Get Together,2015,72.0,7.3,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
701,Dreamfall Chapters Book Two: Rebels,2015,71.0,7.8,72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
702,Mario vs. Donkey Kong: Tipping Stars,2015,70.0,7.45,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,Game of Thrones: Episode Six - The Ice Dragon,2015,75.0,6.933333333333334,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,Underground,2015,67.0,7.6,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,Sublevel Zero,2015,71.0,7.1,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
706,Game of Thrones: Episode Five - A Nest of Vipers,2015,74.33333333333333,6.8,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,The Evil Within: The Consequence,2015,75.0,7.7,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,Tales of Zestiria,2015,72.0,7.3,71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
709,The Sims 4: Get to Work,2015,73.0,5.9,71,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
710,Star Wars Battlefront,2015,73.33333333333333,4.333333333333333,71,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,Game of Thrones: Episode Two - The Lost Lords,2015,72.66666666666667,7.433333333333334,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,Deception IV: The Nightmare Princess,2015,69.0,7.1,71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
713,Beyond: Two Souls,2015,72.66666666666667,7.900000000000001,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
714,Pokemon Picross,2015,75.0,7.5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,Human Resource Machine,2015,75.66666666666667,7.6,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,Dragon Ball: Xenoverse,2015,68.0,7.5,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,Tormentum - Dark Sorrow,2015,72.0,8.0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,Hard West,2015,73.0,7.5,71,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
719,Assassin's Creed Rogue,2015,72.66666666666667,7.399999999999999,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,Kitty Powers' Matchmaker,2015,72.0,6.3,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,Flame Over,2015,69.0,6.1,71,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
722,LEGO Jurassic World,2015,70.75,6.8916666666666675,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,Unmechanical: Extended Edition,2015,70.5,6.8,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,Thea: The Awakening,2015,72.0,7.583333333333334,70,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
725,Dead Synchronicity: Tomorrow Comes Today,2015,69.5,7.15,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,Heroes of Might & Magic III - HD Edition,2015,65.0,4.3,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
727,The Masterplan,2015,68.0,7.4,70,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
728,Super Galaxy Squadron,2015,70.0,6.723563218390801,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,The Incredible Adventures of Van Helsing: Final Cut,2015,79.0,7.2,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
730,In Between,2015,68.0,8.0,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,Legends of Eisenwald,2015,71.0,7.6,70,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
732,Middle-earth: Shadow of Mordor - The Bright Lord,2015,68.0,6.3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,The Swindle,2015,71.5,5.55,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,WWE 2K16,2015,72.5,6.25,70,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
735,Life is Feudal: Your Own,2015,63.0,5.6,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,Warlocks vs Shadows,2015,68.0,6.480813953488374,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,Destiny: House of Wolves,2015,72.0,4.2,69,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,Broken Age: Act 2,2015,73.0,6.3,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
739,Payday 2: Crimewave Edition,2015,68.0,3.8,69,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,Pokemon Super Mystery Dungeon,2015,69.0,8.3,69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
741,Mad Max,2015,71.33333333333333,7.7666666666666675,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,Sunset,2015,66.0,2.8,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,StarDrive 2,2015,70.0,5.4,69,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
744,Magicka 2,2015,70.5,6.0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,Anno 2205,2015,72.0,6.0,69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
746,Disco Dodgeball Remix,2015,68.5,6.990406976744188,69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
747,Action Henk,2015,73.0,6.521386430678465,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,FIRE,2015,64.0,6.8,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,War for the Overworld,2015,65.0,7.7,69,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
750,Fairy Fencer F,2015,65.5,7.65,69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
751,Aviary Attorney,2015,77.0,7.3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,0RBITALIS,2015,73.0,7.3,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,Dr. Mario: Miracle Cure,2015,69.0,6.5,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,Big Pharma,2015,72.0,6.3,68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
755,ZEN Pinball 2: Marvel's Avengers: Age of Ultron,2015,65.0,6.572043010752691,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,Citizens of Earth,2015,67.66666666666667,7.1000000000000005,68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
757,Planet of the Eyes,2015,64.0,6.221666666666668,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,Hyperdevotion Noire: Goddess Black Heart,2015,68.0,7.2,68,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
759,Mayan Death Robots,2015,69.0,7.4,68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
760,Dungeons 2,2015,65.5,6.9,68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
761,The Escapists: The Walking Dead,2015,65.0,7.3,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,Fruit Ninja Kinect 2,2015,69.0,7.8,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,Harold,2015,70.0,6.0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,Morningstar: Descent to Deadrock,2015,62.0,5.9,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,Clandestine,2015,69.0,7.4,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,Knight Squad,2015,71.0,6.8,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,Assassin's Creed Chronicles: China,2015,67.66666666666667,5.5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,Fahrenheit: Indigo Prophecy Remastered,2015,61.0,7.6,67,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
769,Paperbound,2015,69.0,6.2,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,Oceanhorn: Monster of Uncharted Seas,2015,69.25,7.449999999999998,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,Ace Combat: Assault Horizon Legacy+,2015,63.0,5.8,67,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
772,Dynasty Warriors 8 Empires,2015,63.66666666666666,7.0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,Just Dance 2016,2015,70.66666666666667,6.266666666666667,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,Nevermind,2015,65.0,6.5,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,Way of the Samurai 4,2015,72.0,7.3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,Saints Row: Gat Out of Hell,2015,65.0,6.1000000000000005,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,There Came an Echo,2015,58.0,5.7,67,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
778,Dirty Bomb,2015,63.0,7.7,67,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,The Park,2015,61.0,6.066666666666666,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,Grand Ages: Medieval,2015,63.5,5.95,67,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
781,Trine 3: The Artifacts of Power,2015,68.0,7.2,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,Rememoried,2015,65.0,6.0,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,Albino Lullaby: Episode 1,2015,64.0,6.221666666666668,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,The Incredible Adventures of Van Helsing III,2015,64.0,6.4,66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
785,Valhalla Hills,2015,69.0,6.8,66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
786,Masochisia,2015,68.0,7.2,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,Fat Princess Adventures,2015,63.0,7.3,66,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
788,Forza Horizon 2 Presents Fast & Furious,2015,61.0,8.0,66,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
789,Castaway Paradise,2015,66.0,6.504411764705885,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
790,Zombie Vikings,2015,64.0,7.0,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,Traverser,2015,61.0,6.5,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,Phantom Breaker: Battle Grounds,2015,67.66666666666667,7.1000000000000005,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,Party Hard,2015,60.0,7.0,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,Skyhill,2015,63.0,5.5,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
795,Sword Art Online Re: Hollow Fragment,2015,65.0,7.2,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
796,Kyn,2015,58.0,4.9,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
797,White Night,2015,65.33333333333333,6.966666666666666,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,Need for Speed,2015,66.33333333333333,6.633333333333333,65,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
799,Shiftlings,2015,63.0,6.1,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,Sid Meier's Starships,2015,64.0,4.3,65,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
801,Zombie Army Trilogy,2015,65.33333333333333,6.933333333333334,65,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
802,The Charnel House Trilogy,2015,68.0,5.6,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,Etherium,2015,62.0,6.3,65,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
804,Tachyon Project,2015,72.5,6.95,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,Sparkle Unleashed,2015,65.0,6.4,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,Mario Party 10,2015,66.0,6.4,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,Pneuma: Breath of Life,2015,66.0,6.6,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,Color Guardians,2015,62.0,6.3,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,Earth Defense Force 4.1: The Shadow of New Despair,2015,64.0,7.4,65,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
810,Typoman,2015,57.0,7.0,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,Adventure Time: Finn and Jake Investigations,2015,66.0,5.5,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
812,The Weaponographist,2015,58.0,6.9,64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
813,Sword Art Online: Lost Song,2015,63.0,6.2,64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
814,F1 2015,2015,63.33333333333334,5.5,64,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
815,No Time to Explain,2015,52.0,5.3,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,Windward,2015,61.0,6.8,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
